MANDT,KUNNR,LAND1,NAME1,NAME2,ORT01,PSTLZ,REGIO,SORTL,STRAS,TELF1,TELFX,XCPDK,ADRNR,MCOD1,MCOD2,MCOD3,ANRED,AUFSD,BAHNE,BAHNS,BBBNR,BBSNR,BEGRU,BRSCH,BUBKZ,DATLT,ERDAT,ERNAM,EXABL,FAKSD,FISKN,KNAZK,KNRZA,KONZS,KTOKD,KUKLA,LIFNR,LIFSD,LOCCO,LOEVM,NAME3,NAME4,NIELS,ORT02,RPMKR,SPERR,SPRAS,STCD1,STCD2,STKZA,LZONE,XZEMP,VBUND,UMSAT,UMJAH,UWAER,STKZN,PFORT,WERKS,SPERZ,KDKG1,XKNZA,CONFS,UPDAT,UPTIM,NODEL,TS_ERDAT,TS_UPDAT,TS_UPTIM
"M1","K1381","Brasilien 3","Queen Industries 22033",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13813","Brasilien 3","Halo Corporation 7109",,,,,,,,,,,,,,,,,,,,,,,,2005-02-06T22:00:00,"Sandra Heidemueller 91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13814","Brasilien 3","Wallenquist Organization 6886",,,,,,,,,,,,,,,,,,,,,,,,2005-02-06T22:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13819","Brasilien 3","Phua Chu Kang Pte Ltd 2518",,,,,,,,,,,,,,,,,,,,,,,,2005-02-10T22:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13829","Belgien 11","Landau 5547",,,,,,,,,,,,,,,,,,,,,,,,2005-02-17T22:00:00,"Natalie Daidrich 611",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K1383","Brasilien 3","The Monster Maker 15964",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13831","Brasilien 3","General Products 3053",,,,,,,,,,,,,,,,,,,,,,,,2005-02-17T22:00:00,"Sandra Heidemueller 91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13842","Brasilien 3","Acme Corporation 11010",,,,,,,,,,,,,,,,,,,,,,,,2005-02-19T22:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K1385","Brasilien 3","Wallenquist Organization 2776",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13850","Belgien 11","National Motors Corporation 12648",,,,,,,,,,,,,,,,,,,,,,,,2005-02-24T22:00:00,"Natalie Daidrich 611",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13851","Belgien 11","Haly's Circus 20162",,,,,,,,,,,,,,,,,,,,,,,,2005-02-24T22:00:00,"Natalie Daidrich 611",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K1386","Brasilien 3","Consumer Recreation Services 1191",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13861","Brasilien 3","General Products 22915",,,,,,,,,,,,,,,,,,,,,,,,2005-02-28T22:00:00,"Lili Riedel 262",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13868","Deutschland 10","Massive Dynamic 8821",,,,,,,,,,,,,,,,,,,,,,,,2005-03-03T22:00:00,"Sandra Heidemueller 91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13869","Brasilien 3","Life Foundation 3992",,,,,,,,,,,,,,,,,,,,,,,,2005-03-03T22:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K1387","Brasilien 3","List of fictional brewers 24142",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13873","Deutschland 10","Buy More 14232",,,,,,,,,,,,,,,,,,,,,,,,2005-03-05T22:00:00,"Sandra Heidemueller 91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K1388","Brasilien 3","Buy More 18987",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13882","Brasilien 3","Management Corporation 7673",,,,,,,,,,,,,,,,,,,,,,,,2005-03-07T22:00:00,"Sandra Heidemueller 91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13883","Brasilien 3","Buy n Large 14893",,,,,,,,,,,,,,,,,,,,,,,,2005-03-07T22:00:00,"Lydia Beecht 168",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13884","Brasilien 3","GameCenter CX 7386",,,,,,,,,,,,,,,,,,,,,,,,2005-03-07T22:00:00,"Sandra Heidemueller 91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13890","Brasilien 3","The World Gone Mad 1456",,,,,,,,,,,,,,,,,,,,,,,,2005-03-11T22:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13898","Brasilien 3","Struan's 21767",,,,,,,,,,,,,,,,,,,,,,,,2005-03-14T22:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13907","Brasilien 3","Stark Industries 21094",,,,,,,,,,,,,,,,,,,,,,,,2005-03-19T22:00:00,"Lilli Verm?hlen 296",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13916","Brasilien 3","U.S. Robots and Mechanical 1403",,,,,,,,,,,,,,,,,,,,,,,,2005-03-25T22:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13929","Brasilien 3","Dunder Mifflin 2928",,,,,,,,,,,,,,,,,,,,,,,,2005-04-01T20:00:00,"Sandra Heidemueller 91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K1393","Brasilien 3","U.S. Robots and Mechanical 16870",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13939","Brasilien 3","Red Bedroom Records 13192",,,,,,,,,,,,,,,,,,,,,,,,2005-04-07T20:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K1394","Brasilien 3","Halo Corporation 25089",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13941","Brasilien 3","Wayne Enterprises 15611",,,,,,,,,,,,,,,,,,,,,,,,2005-04-07T20:00:00,"Janin F?rbers 174",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13942","Brasilien 3","Michael Scott Paper Company 18759",,,,,,,,,,,,,,,,,,,,,,,,2005-04-07T20:00:00,"Sandra Heidemueller 91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13944","Brasilien 3","The World Gone Mad 5415",,,,,,,,,,,,,,,,,,,,,,,,2005-04-07T20:00:00,"Sandra Heidemueller 91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13946","Belgien 11","The World Gone Mad 11576",,,,,,,,,,,,,,,,,,,,,,,,2005-04-08T20:00:00,"Natalie Daidrich 611",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K1395","Brasilien 3","Yoyodyne 7292",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K1396","Brasilien 3","McMahon and Tate 8984",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13964","Brasilien 3","World Company 19950",,,,,,,,,,,,,,,,,,,,,,,,2005-04-17T20:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13968","Belgien 11","Consumer Recreation Services 12658",,,,,,,,,,,,,,,,,,,,,,,,2005-04-18T20:00:00,"Natalie Daidrich 611",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13969","Brasilien 3","Weyland-Yutani Corporation 9687",,,,,,,,,,,,,,,,,,,,,,,,2005-04-21T20:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13973","Brasilien 3","List of fictional brewers 16536",,,,,,,,,,,,,,,,,,,,,,,,2005-04-23T20:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13982","Brasilien 3","U.S. Robots and Mechanical 14229",,,,,,,,,,,,,,,,,,,,,,,,2005-04-28T20:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13984","Brasilien 3","Tyrell Corporation 13373",,,,,,,,,,,,,,,,,,,,,,,,2005-04-29T20:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K1399","Brasilien 3","Sloane Curtis Advertising 13604",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13992","Brasilien 3","List of fictional brewers 3281",,,,,,,,,,,,,,,,,,,,,,,,2005-05-05T20:00:00,"Annica Ledergerber 354",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13993","Brasilien 3","National Motors Corporation 5113",,,,,,,,,,,,,,,,,,,,,,,,2005-05-06T20:00:00,"Luis F?rber 202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K13996","Brasilien 3","Crosstime Traffic 21305",,,,,,,,,,,,,,,,,,,,,,,,2005-05-07T20:00:00,"Sandra Heidemueller 91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K140","Belgien 11","Kitchen Table International 10480",,,,,,,,,,,,,,,,,,,,,,,,2004-01-03T22:00:00,"Rudolf F?rbers 101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14003","Brasilien 3","Acme Corporation 21968",,,,,,,,,,,,,,,,,,,,,,,,2005-05-12T20:00:00,"Sibylle Elwanger 613",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14005","Belgien 11","Kord Enterprises 8725",,,,,,,,,,,,,,,,,,,,,,,,2005-05-13T20:00:00,"Natalie Daidrich 611",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14006","Brasilien 3","Media in The Simpsons 3882",,,,,,,,,,,,,,,,,,,,,,,,2005-05-13T20:00:00,"Sandra Heidemueller 91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14012","Brasilien 3","Weyland-Yutani Corporation 8374",,,,,,,,,,,,,,,,,,,,,,,,2005-05-14T20:00:00,"Sandra Heidemueller 91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14015","Brasilien 3","AmerTek 13076",,,,,,,,,,,,,,,,,,,,,,,,2005-05-15T20:00:00,"Fynn Pachmann 109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14019","Brasilien 3","The Lightman Group 14226",,,,,,,,,,,,,,,,,,,,,,,,2005-05-19T20:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K1402","Brasilien 3","Consumer Recreation Services 7457",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14028","Brasilien 3","Ace Chemicals 18374",,,,,,,,,,,,,,,,,,,,,,,,2005-05-22T20:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14033","Brasilien 3","L'Desh Fresh 2791",,,,,,,,,,,,,,,,,,,,,,,,2005-05-27T20:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14039","Brasilien 3","Ace Chemicals 6847",,,,,,,,,,,,,,,,,,,,,,,,2005-05-28T20:00:00,"Fynn Pachmann 109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14041","Brasilien 3","Sloane Curtis Advertising 17774",,,,,,,,,,,,,,,,,,,,,,,,2005-05-28T20:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14043","Brasilien 3","The Lightman Group 21451",,,,,,,,,,,,,,,,,,,,,,,,2005-05-29T20:00:00,"Fynn Pachmann 109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14044","Belgien 11","Bonsai Kitten 14103",,,,,,,,,,,,,,,,,,,,,,,,2005-05-30T20:00:00,"Natalie Daidrich 611",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14045","Brasilien 3","ConHugeCo 11362",,,,,,,,,,,,,,,,,,,,,,,,2005-05-30T20:00:00,"Sandra Heidemueller 91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14046","Brasilien 3","The Monster Maker 15506",,,,,,,,,,,,,,,,,,,,,,,,2005-05-30T20:00:00,"Fynn Pachmann 109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K1405","Brasilien 3","Haly's Circus 16918",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14053","Brasilien 3","Yoyodyne 24236",,,,,,,,,,,,,,,,,,,,,,,,2005-06-03T20:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14055","Brasilien 3","Michael Scott Paper Company 23937",,,,,,,,,,,,,,,,,,,,,,,,2005-06-04T20:00:00,"Janin F?rbers 174",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14057","Brasilien 3","Wayne Enterprises 21510",,,,,,,,,,,,,,,,,,,,,,,,2005-06-04T20:00:00,"Sandra Heidemueller 91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K1406","Brasilien 3","Kord Enterprises 18252",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14060","Brasilien 3","Roxxon Energy Corporation 12068",,,,,,,,,,,,,,,,,,,,,,,,2005-06-05T20:00:00,"Fynn Pachmann 109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14068","Belgien 11","Jabot Cosmetics 734",,,,,,,,,,,,,,,,,,,,,,,,2005-06-09T20:00:00,"Natalie Daidrich 611",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14069","Brasilien 3","The Lightman Group 3732",,,,,,,,,,,,,,,,,,,,,,,,2005-06-10T20:00:00,"Sandra Heidemueller 91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14079","Brasilien 3","Roxxon Energy Corporation 9406",,,,,,,,,,,,,,,,,,,,,,,,2005-06-13T20:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K1409","Brasilien 3","The Lightman Group 18805",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14091","Brasilien 3","National Motors Corporation 2047",,,,,,,,,,,,,,,,,,,,,,,,2005-06-19T20:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14111","Brasilien 3","Halo Corporation 12119",,,,,,,,,,,,,,,,,,,,,,,,2005-07-01T20:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14116","Brasilien 3","Adipose Industries 20682",,,,,,,,,,,,,,,,,,,,,,,,2005-07-01T20:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14121","Brasilien 3","Media in The Simpsons 9333",,,,,,,,,,,,,,,,,,,,,,,,2005-07-03T20:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14126","Brasilien 3","Shadrack & Duxbury 18544",,,,,,,,,,,,,,,,,,,,,,,,2005-07-08T20:00:00,"Sandra Heidemueller 91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14133","Brasilien 3","McMahon and Tate 4604",,,,,,,,,,,,,,,,,,,,,,,,2005-07-21T20:00:00,"Lena Beecht 192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14135","Brasilien 3","Bonk Business 9157",,,,,,,,,,,,,,,,,,,,,,,,2005-07-22T20:00:00,"Lena Beecht 192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14136","Brasilien 3","Shadrack & Duxbury 9572",,,,,,,,,,,,,,,,,,,,,,,,2005-07-22T20:00:00,"Sandra Heidemueller 91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14137","Brasilien 3","Daggett Industries 19933",,,,,,,,,,,,,,,,,,,,,,,,2005-07-23T20:00:00,"Sandra Heidemueller 91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K1414","Brasilien 3","National Motors Corporation 23865",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14141","Brasilien 3","Fantastic Four Incorporated 21123",,,,,,,,,,,,,,,,,,,,,,,,2005-07-25T20:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14142","Brasilien 3","Fantastic Four Incorporated 21123",,,,,,,,,,,,,,,,,,,,,,,,2005-07-25T20:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14145","Brasilien 3","Dr. Zeus Inc. 1352",,,,,,,,,,,,,,,,,,,,,,,,2005-07-28T20:00:00,"Lena Beecht 192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K1415","Brasilien 3","Shadrack & Duxbury 16201",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14158","Brasilien 3","Buy n Large 21100",,,,,,,,,,,,,,,,,,,,,,,,2005-07-31T20:00:00,"Lena Beecht 192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14159","Brasilien 3","The Lightman Group 18103",,,,,,,,,,,,,,,,,,,,,,,,2005-07-31T20:00:00,"Stefanie Failenschmidt 502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14160","Brasilien 3","Dream Park 23764",,,,,,,,,,,,,,,,,,,,,,,,2005-07-31T20:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14161","Brasilien 3","Dream Park 25217",,,,,,,,,,,,,,,,,,,,,,,,2005-08-01T20:00:00,"Sandra Heidemueller 91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14165","Brasilien 3","GameCenter CX 12269",,,,,,,,,,,,,,,,,,,,,,,,2005-08-05T20:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14166","Brasilien 3","GameCenter CX 13983",,,,,,,,,,,,,,,,,,,,,,,,2005-08-05T20:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14167","Brasilien 3","Oscorp 23912",,,,,,,,,,,,,,,,,,,,,,,,2005-08-06T20:00:00,"Sandra Heidemueller 91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14168","Brasilien 3","Oscorp 23912",,,,,,,,,,,,,,,,,,,,,,,,2005-08-06T20:00:00,"Sandra Heidemueller 91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K1417","Brasilien 3","Oscorp 11923",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14170","Brasilien 3","GothCorp 13474",,,,,,,,,,,,,,,,,,,,,,,,2005-08-06T20:00:00,"Sandra Heidemueller 91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14171","Brasilien 3","Dream Park 2983",,,,,,,,,,,,,,,,,,,,,,,,2005-08-06T20:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14176","Brasilien 3","Santini Air 22121",,,,,,,,,,,,,,,,,,,,,,,,2005-08-07T20:00:00,"Sandra Heidemueller 91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14179","Brasilien 3","General Products 9489",,,,,,,,,,,,,,,,,,,,,,,,2005-08-11T20:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14180","Brasilien 3","Red Bedroom Records 2861",,,,,,,,,,,,,,,,,,,,,,,,2005-08-11T20:00:00,"Sandra Heidemueller 91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14186","Brasilien 3","Red Bedroom Records 1603",,,,,,,,,,,,,,,,,,,,,,,,2005-08-12T20:00:00,"J?rgen Beeck 452",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14194","Deutschland 10","Consumer Recreation Services 15054",,,,,,,,,,,,,,,,,,,,,,,,2005-08-14T20:00:00,"Rudolph Venzlaff 476",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14198","Brasilien 3","Power Broker 13378",,,,,,,,,,,,,,,,,,,,,,,,2005-08-15T20:00:00,"Sandra Heidemueller 91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14201","Brasilien 3","Advanced Idea Mechanics 21129",,,,,,,,,,,,,,,,,,,,,,,,2005-08-15T20:00:00,"Fritz Riecherding 538",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14209","Brasilien 3","Crosstime Traffic 15799",,,,,,,,,,,,,,,,,,,,,,,,2005-08-18T20:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K1421","Brasilien 3","Queen Industries 17586",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14212","Brasilien 3","Yoyodyne 24983",,,,,,,,,,,,,,,,,,,,,,,,2005-08-19T20:00:00,"Janin F?rbers 174",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14218","Brasilien 3","U.S. Robots and Mechanical 2277",,,,,,,,,,,,,,,,,,,,,,,,2005-08-19T20:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14223","Brasilien 3","Daedalus Research 3085",,,,,,,,,,,,,,,,,,,,,,,,2005-08-20T20:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14240","Brasilien 3","Roxxon Energy Corporation 4872",,,,,,,,,,,,,,,,,,,,,,,,2005-08-28T20:00:00,"Lena Beecht 192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14245","Brasilien 3","Dream Park 9550",,,,,,,,,,,,,,,,,,,,,,,,2005-08-28T20:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14247","Brasilien 3","Seburo 13587",,,,,,,,,,,,,,,,,,,,,,,,2005-08-29T20:00:00,"Janin F?rbers 174",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14249","Brasilien 3","The Monster Maker 2532",,,,,,,,,,,,,,,,,,,,,,,,2005-09-01T20:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14251","Brasilien 3","Dr. Zeus Inc. 11491",,,,,,,,,,,,,,,,,,,,,,,,2005-09-01T20:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14252","Brasilien 3","Stagg Enterprises 605",,,,,,,,,,,,,,,,,,,,,,,,2005-09-02T20:00:00,"Sandra Heidemueller 91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14263","Brasilien 3","Clothes Over Bro's 12853",,,,,,,,,,,,,,,,,,,,,,,,2005-09-09T20:00:00,"Philip Engel 162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K14265","Brasilien 3","Hooper's Store 12330",,,,,,,,,,,,,,,,,,,,,,,,2005-09-10T20:00:00,"Lena Beecht 192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
